Temperature,DepthT
155.02326106387716,0
163.30169828646038, 98.23826040799148
176.46334208864525, 201.14215636926062
197.63691996058583, 300.3047580696825
202.15966394245288, 400.63880220011515
205.43042882724578, 500.82641602679666
208.32559998291646, 600.9701007623527
209.21736053276226, 699.3200142769546
209.22541419946856, 750.7829445303704
209.35890982638855, 803.8200005491135
211.25200960338742, 900.7275755717644
213.52143526102725, 1002.3575278903968
213.03406640004147, 1088.070506191256
