WellName,"ID",TopMeasDepth,BottomMeasDepth,CasingType,CasingSize,CasingDescription,InnerDiameter,OuterDiameter,Roughness
EastMesa6-1,1,0,2133,Casing,R 0.11075 m,Constant diameter casing,0.2215,0.314,4.5e-05
